epoch,discriminator_loss,generator_loss,val_discriminator_loss,val_generator_loss
131,0.13275644183158875,8.471473693847656,NA,NA
132,0.10397124290466309,5.490511894226074,NA,NA
133,0.05384436994791031,6.05753231048584,NA,NA
134,0.043250542134046555,5.063331604003906,NA,NA
135,0.027386752888560295,5.3946332931518555,NA,NA
136,0.08537022769451141,5.161591529846191,NA,NA
137,0.0432409904897213,6.521162986755371,NA,NA
138,0.0359380766749382,6.280904769897461,NA,NA
139,0.03256382793188095,6.852382183074951,NA,NA
140,0.03369469568133354,7.918386459350586,NA,NA
141,0.03331584110856056,6.010827541351318,NA,NA
142,0.1462235003709793,7.981167793273926,NA,NA
143,0.07128298282623291,6.102973937988281,NA,NA
144,0.08717852085828781,5.597149848937988,NA,NA
145,0.1254279613494873,9.070180892944336,NA,NA
146,0.0362873375415802,6.266569137573242,NA,NA
147,0.08163976669311523,5.4460554122924805,NA,NA
148,0.047521352767944336,5.811530113220215,NA,NA
149,0.019054589793086052,6.505222320556641,NA,NA
150,0.06025969982147217,7.7948503494262695,NA,NA
151,0.01768629066646099,7.371379852294922,NA,NA
152,0.039743807166814804,6.229330539703369,NA,NA
153,0.06110519543290138,6.379260063171387,NA,NA
154,0.032391879707574844,7.053788185119629,NA,NA
155,0.03348991274833679,7.287007808685303,NA,NA
156,0.03426999971270561,7.8958563804626465,NA,NA
157,0.015309040434658527,5.9448652267456055,NA,NA
158,0.09868641197681427,7.840173721313477,NA,NA
159,0.09853026270866394,6.976812362670898,NA,NA
160,0.06865979731082916,7.29395866394043,NA,NA
161,0.013761173002421856,6.609526634216309,NA,NA
162,0.0420309454202652,6.579390525817871,NA,NA
163,0.0439712293446064,5.866373062133789,NA,NA
164,0.06943329423666,10.471630096435547,NA,NA
165,0.02740732952952385,8.384084701538086,NA,NA
166,0.1089610904455185,9.289681434631348,NA,NA
167,0.008629890158772469,6.254671096801758,NA,NA
168,0.06589684635400772,8.667609214782715,NA,NA
169,0.014082837849855423,7.89047908782959,NA,NA
170,0.18157075345516205,7.444486141204834,NA,NA
171,0.02092956006526947,7.604672431945801,NA,NA
172,0.2032659947872162,5.329921722412109,NA,NA
173,0.15454885363578796,4.918219566345215,NA,NA
174,0.12429507076740265,5.793177604675293,NA,NA
175,0.08093485981225967,5.2761430740356445,NA,NA
176,0.04707036912441254,5.826593399047852,NA,NA
177,0.048401858657598495,5.352948188781738,NA,NA
178,0.04465455561876297,7.034673690795898,NA,NA
179,0.025035224854946136,7.161839485168457,NA,NA
180,0.034605443477630615,6.3180623054504395,NA,NA
181,0.1667286455631256,8.191949844360352,NA,NA
182,0.0452411025762558,5.949357986450195,NA,NA
183,0.13629615306854248,7.546370506286621,NA,NA
184,0.0098787946626544,6.205049991607666,NA,NA
185,0.7309941053390503,10.980714797973633,NA,NA
186,0.14719505608081818,7.713051795959473,NA,NA
187,0.1220225915312767,7.0182085037231445,NA,NA
188,0.1558709591627121,8.455720901489258,NA,NA
189,0.05992646515369415,5.667793273925781,NA,NA
190,0.1530880630016327,5.345668792724609,NA,NA
191,0.07888394594192505,3.8180716037750244,NA,NA
192,0.10383418202400208,4.729318618774414,NA,NA
193,0.08676645159721375,4.413330078125,NA,NA
194,0.0561356395483017,4.448220252990723,NA,NA
195,0.07541815936565399,4.151188850402832,NA,NA
196,0.05937769636511803,5.335900783538818,NA,NA
197,0.05571333318948746,5.7093706130981445,NA,NA
198,0.18493622541427612,7.794585227966309,NA,NA
199,0.14735886454582214,4.080843925476074,NA,NA
200,0.11066053062677383,3.341254711151123,NA,NA
201,0.19063635170459747,3.7167444229125977,NA,NA
202,0.12232724577188492,4.392934322357178,NA,NA
203,0.07634510099887848,4.42725944519043,NA,NA
204,0.666196346282959,13.650720596313477,NA,NA
205,0.05657702684402466,5.413443088531494,NA,NA
206,0.052708692848682404,4.291378021240234,NA,NA
207,0.08700031787157059,4.948129177093506,NA,NA
208,0.06148885563015938,4.926989555358887,NA,NA
209,0.059263382107019424,5.1310553550720215,NA,NA
210,0.01800503581762314,5.2659525871276855,NA,NA
211,0.012337894178926945,7.50523567199707,NA,NA
212,0.03004688397049904,6.371548652648926,NA,NA
213,0.031542543321847916,6.165592670440674,NA,NA
214,0.06786447763442993,6.399985313415527,NA,NA
215,0.052512358874082565,5.080177307128906,NA,NA
216,0.056528329849243164,5.02658224105835,NA,NA
217,0.07742931693792343,3.8789548873901367,NA,NA
218,0.053011488169431686,5.527830600738525,NA,NA
219,0.03145339712500572,5.308131694793701,NA,NA
220,0.031953442841768265,6.632823467254639,NA,NA
221,0.03723255544900894,5.281511306762695,NA,NA
222,0.014768610708415508,6.811739444732666,NA,NA
223,0.01627599447965622,8.375772476196289,NA,NA
224,0.009160012938082218,8.87466049194336,NA,NA
225,0.013125387951731682,7.522100448608398,NA,NA
226,0.028970297425985336,6.274123191833496,NA,NA
227,0.1163899302482605,9.51186752319336,NA,NA
