epoch,discriminator_loss,generator_loss
0,0.40655720233917236,2.023538827896118
1,0.7991852760314941,0.6445789337158203
2,0.432625949382782,1.3876056671142578
3,0.37820833921432495,1.8910491466522217
4,0.2961495816707611,2.908586025238037
5,0.2588675916194916,1.949808120727539
6,0.4798583686351776,1.5165419578552246
7,0.3713587522506714,2.0769693851470947
8,0.2841115891933441,2.167727470397949
9,0.2900303900241852,1.882676601409912
10,0.33084753155708313,2.709348440170288
11,0.23106631636619568,1.9323844909667969
12,0.22126519680023193,2.2200558185577393
13,0.2775316536426544,2.622547149658203
14,0.28997671604156494,2.302155017852783
