epoch,discriminator_loss,generator_loss
0,0.67960524559021,0.7566302418708801
1,0.7027482986450195,0.7375869750976562
2,0.687150239944458,0.7364889979362488
3,0.6576958894729614,0.8364251852035522
4,0.5516390800476074,0.9526532888412476
5,0.6089745163917542,0.9204152226448059
6,0.5247946977615356,0.9429601430892944
7,0.6156966686248779,0.7709821462631226
8,0.4956029951572418,1.1776485443115234
9,0.5148459076881409,1.1309560537338257
10,0.6349145174026489,1.1501829624176025
11,0.5414962768554688,0.9344874620437622
12,0.5579516291618347,1.070358157157898
13,0.5342885851860046,1.4149963855743408
14,0.5657006502151489,0.85202956199646
15,0.4582986831665039,1.5243103504180908
16,0.479612797498703,1.1879746913909912
17,0.5807420015335083,1.1194138526916504
18,0.6287238001823425,1.3348886966705322
19,0.5715409517288208,1.4963881969451904
20,0.5918946266174316,1.216783046722412
21,0.6208020448684692,1.2609739303588867
22,0.4832884967327118,1.3823834657669067
23,0.5325270891189575,1.138866662979126
24,0.5661011338233948,1.2873839139938354
25,0.5477038621902466,0.9720653295516968
26,0.558130145072937,1.060028076171875
27,0.4989345073699951,1.0166082382202148
28,0.5000126361846924,1.233465313911438
29,0.5555920004844666,1.0402119159698486
30,0.45575782656669617,1.213465929031372
31,0.4982256591320038,1.3753604888916016
32,0.5003025531768799,1.380117654800415
33,0.5293279886245728,1.3841514587402344
34,0.40284261107444763,1.225489616394043
35,0.5388873815536499,1.2138915061950684
36,0.48529040813446045,0.9557905197143555
37,0.46656516194343567,1.2544344663619995
38,0.5076671242713928,1.4185997247695923
39,0.46812137961387634,1.2211881875991821
40,0.49018988013267517,1.5488009452819824
41,0.47221386432647705,1.248049020767212
42,0.464184045791626,1.4676785469055176
43,0.4704689681529999,1.7295045852661133
44,0.49568647146224976,1.4693307876586914
45,0.5170575380325317,1.25773286819458
46,0.5315830111503601,1.1691787242889404
47,0.498718798160553,1.5020805597305298
48,0.47128158807754517,1.2094964981079102
49,0.49320894479751587,1.1756157875061035
50,0.42368757724761963,1.7775343656539917
51,0.4914815127849579,1.3173965215682983
52,0.4065987765789032,1.2575410604476929
53,0.4835672974586487,1.6606733798980713
54,0.4514673054218292,1.5932071208953857
55,0.421658456325531,1.037674069404602
56,0.47361862659454346,1.5548324584960938
57,0.43207186460494995,1.3373384475708008
58,0.4380827248096466,1.592090129852295
59,0.37414491176605225,1.7031607627868652
60,0.38658952713012695,1.4714146852493286
61,0.46486008167266846,1.364460825920105
62,0.4020515978336334,1.5733424425125122
63,0.4903494119644165,1.629473328590393
64,0.42575275897979736,1.5785975456237793
65,0.4638216495513916,2.0237879753112793
66,0.36637741327285767,1.313667893409729
67,0.415977418422699,1.4381585121154785
68,0.4243931472301483,1.3326643705368042
69,0.3631519079208374,1.5198873281478882
70,0.350609689950943,1.7157843112945557
71,0.39078304171562195,1.7888100147247314
72,0.36346715688705444,1.604398488998413
73,0.3515925109386444,1.4737203121185303
74,0.38800346851348877,1.248992919921875
75,0.33850666880607605,1.6137685775756836
76,0.35524439811706543,2.070460796356201
77,0.34975892305374146,2.45298433303833
78,0.4196254312992096,2.0007429122924805
79,0.31735336780548096,1.9286301136016846
80,0.3399023413658142,1.790996789932251
81,0.3839868903160095,1.9568142890930176
82,0.364459753036499,1.6566338539123535
83,0.36443570256233215,1.642139196395874
84,0.33183014392852783,1.7910605669021606
85,0.2876887023448944,1.7795785665512085
86,0.3235970139503479,1.556779384613037
87,0.30892038345336914,1.78253173828125
88,0.2930663228034973,2.3712306022644043
89,0.3067300319671631,1.5093600749969482
90,0.23412159085273743,2.1031241416931152
91,0.2803274989128113,1.9809329509735107
92,0.2368888407945633,2.120218515396118
93,0.27053338289260864,2.077653646469116
94,0.24611318111419678,1.769624948501587
95,0.2700274884700775,2.081442356109619
96,0.24891576170921326,2.5381088256835938
97,0.2662179470062256,2.522768020629883
98,0.20971518754959106,2.2176947593688965
99,0.23097428679466248,2.005002975463867
100,0.2182745337486267,2.7330212593078613
101,0.21495535969734192,1.8827297687530518
102,0.28559279441833496,3.31135892868042
103,0.2581362724304199,3.6004080772399902
104,0.20005056262016296,1.5348577499389648
105,0.2463809847831726,3.224400758743286
106,0.23456329107284546,3.3790969848632812
107,0.15529854595661163,3.044142246246338
108,0.22744214534759521,3.485689401626587
109,0.19897578656673431,3.074502468109131
110,0.18091008067131042,3.069694757461548
111,0.1964513510465622,3.393850564956665
112,0.23770810663700104,2.4010884761810303
113,0.15420565009117126,2.6864821910858154
114,0.18599945306777954,4.164248466491699
115,0.1588907539844513,2.9549176692962646
116,0.1511383354663849,2.7560291290283203
117,0.2073509693145752,2.6803135871887207
118,0.15332359075546265,3.1409573554992676
119,0.20041725039482117,3.0378522872924805
120,0.15457671880722046,2.843510150909424
121,0.10333681851625443,2.9456305503845215
122,0.1580604761838913,3.381631374359131
123,0.12484170496463776,3.3496456146240234
124,0.11123906075954437,3.7457003593444824
125,0.1330258697271347,3.6399567127227783
126,0.2337697297334671,4.728543281555176
127,0.066004179418087,4.064868927001953
128,0.09720709919929504,3.3536312580108643
129,0.1344577521085739,3.574559211730957
130,0.09344213455915451,3.9260478019714355
131,0.07855197787284851,2.953842878341675
132,0.144390270113945,4.4231858253479
133,0.06602810323238373,4.110459327697754
134,0.0767718106508255,4.378660202026367
135,0.10784906148910522,2.832197427749634
136,0.10640177130699158,3.019951820373535
137,0.10654996335506439,4.330899238586426
138,0.1172478124499321,4.475326061248779
139,0.10989132523536682,3.9843645095825195
140,0.0913587138056755,3.9247055053710938
141,0.1275324821472168,3.5081939697265625
142,0.05567697063088417,4.616368770599365
143,0.0688994973897934,3.5950727462768555
144,0.1039992943406105,5.142638206481934
145,0.03550418093800545,5.341054439544678
146,0.09626664221286774,4.219468593597412
147,0.13703183829784393,7.037644386291504
148,0.1487203985452652,4.650118827819824
149,0.18897105753421783,4.28628396987915
150,0.11260224878787994,4.1870527267456055
151,0.06993865966796875,3.1936302185058594
152,0.34907132387161255,3.2624168395996094
153,0.3043273985385895,4.500383377075195
154,0.1530652642250061,5.402885913848877
155,0.0844399482011795,5.129018783569336
156,0.09678922593593597,4.942319869995117
157,0.16610193252563477,3.6242151260375977
158,0.09737032651901245,4.721370220184326
159,0.0776032954454422,4.994166374206543
160,0.051243823021650314,4.865034103393555
