epoch,discriminator_loss,generator_loss
0,0.8357090950012207,1.750730276107788
1,0.8296644687652588,1.8029611110687256
2,0.8264108896255493,1.8512043952941895
3,0.8257628083229065,1.8596150875091553
4,0.8257606625556946,1.8575226068496704
5,0.8256152272224426,1.846374750137329
6,0.8255956172943115,1.8556894063949585
7,0.8255433440208435,1.8644453287124634
8,0.8255761861801147,1.8682900667190552
9,0.8255611658096313,1.8745942115783691
10,0.8256003856658936,1.8780105113983154
11,0.8255250453948975,1.8797730207443237
12,0.825549840927124,1.8844679594039917
13,0.8262014985084534,1.8618850708007812
14,0.8257095217704773,1.8603782653808594
15,0.8256449103355408,1.8661298751831055
16,0.8255763053894043,1.8694076538085938
17,0.8256075382232666,1.8475961685180664
18,0.8255627155303955,1.870220422744751
19,0.8255394697189331,1.8639196157455444
20,0.8255466818809509,1.8553667068481445
21,0.8255480527877808,1.8729978799819946
22,0.8255172967910767,1.8665833473205566
23,0.8255210518836975,1.8528938293457031
24,0.8255035281181335,1.8675339221954346
25,0.8255281448364258,1.866708517074585
26,0.8255047798156738,1.859283447265625
27,0.8255062103271484,1.8665034770965576
28,0.8255162239074707,1.8718757629394531
29,0.8254958987236023,1.8649895191192627
30,0.8254973292350769,1.8715181350708008
31,0.8254952430725098,1.8562595844268799
32,0.8255637884140015,1.8613574504852295
33,0.8255492448806763,1.8604764938354492
34,0.8255429267883301,1.8717231750488281
35,0.8255346417427063,1.87291419506073
36,0.8255130052566528,1.862114429473877
37,0.8255115747451782,1.8566505908966064
38,0.8255138993263245,1.8651103973388672
39,0.8256083726882935,1.8826401233673096
40,0.8255072832107544,1.8628273010253906
41,0.825529158115387,1.8708099126815796
42,0.8255132436752319,1.8636534214019775
43,0.8255338668823242,1.8634982109069824
44,0.8255177736282349,1.8635733127593994
45,0.8255318999290466,1.864551067352295
46,0.8260166645050049,1.860622525215149
47,0.8256479501724243,1.862552285194397
48,0.8255645036697388,1.864322304725647
49,0.8255407810211182,1.859315276145935
50,0.8255284428596497,1.8634824752807617
51,0.8255147933959961,1.8617215156555176
52,0.8255149126052856,1.8646918535232544
53,0.8255180716514587,1.8691644668579102
54,0.8255331516265869,1.8636620044708252
55,0.8255130648612976,1.8683425188064575
56,0.8255267143249512,1.874934434890747
57,0.8255319595336914,1.8735706806182861
58,0.8254948258399963,1.8587098121643066
59,0.8255127668380737,1.8551099300384521
60,0.8255101442337036,1.8758599758148193
61,0.8255337476730347,1.849381446838379
62,0.8255707025527954,1.8651049137115479
63,0.8255490660667419,1.8601062297821045
